rn,tahun,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,jenis_disabilitas,jenis_kelamin,jumlah,periode_data
5900,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Cacat Fisik dan Mental,Perempuan,0,2018
5901,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Cacat Lainnya,Perempuan,32,2018
5902,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Fisik,Perempuan,2,2018
5903,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Netra-Buta,Perempuan,0,2018
5904,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Rungu-Wicara,Perempuan,1,2018
5905,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Fisik dan Mental,Perempuan,1,2018
5906,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Lainnya,Perempuan,1,2018
5907,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Fisik,Perempuan,6,2018
5908,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Netra-Buta,Perempuan,2,2018
5909,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Rungu-Wicara,Perempuan,1,2018
5910,2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Lainnya,Perempuan,2,2018
5911,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Fisik,Perempuan,7,2018
5912,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Netra-Buta,Perempuan,2,2018
5913,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Rungu-Wicara,Perempuan,2,2018
5914,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Mental-Jiwa,Perempuan,369,2018
5915,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Fisik dan Mental,Perempuan,1,2018
5916,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Lainnya,Perempuan,59,2018
5917,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Cacat Fisik,Perempuan,1,2018
5918,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Cacat Rungu-Wicara,Perempuan,1,2018
5919,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Cacat Mental-Jiwa,Perempuan,0,2018
5920,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Cacat Lainnya,Perempuan,0,2018
5921,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Cacat Fisik,Perempuan,1,2018
5922,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Cacat Mental-Jiwa,Perempuan,0,2018
5923,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Cacat Lainnya,Perempuan,2,2018
5924,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Cacat Fisik,Perempuan,0,2018
5925,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Cacat Lainnya,Perempuan,2,2018
5926,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,Cacat Fisik,Perempuan,0,2018
5927,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,Cacat Rungu-Wicara,Perempuan,2,2018
5928,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,Cacat Lainnya,Perempuan,0,2018
5929,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Cacat Fisik,Perempuan,0,2018
5930,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Cacat Fisik dan Mental,Laki-laki,2,2018
5931,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Cacat Lainnya,Laki-laki,1,2018
5932,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cacat Fisik,Laki-laki,0,2018
5933,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cacat Rungu-Wicara,Laki-laki,1,2018
5934,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cacat Mental-Jiwa,Laki-laki,1,2018
5935,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cacat Lainnya,Laki-laki,1,2018
5936,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Fisik,Laki-laki,3,2018
5937,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Netra-Buta,Laki-laki,1,2018
5938,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Mental-Jiwa,Laki-laki,1,2018
5939,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Lainnya,Laki-laki,5,2018
5940,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cacat Fisik,Laki-laki,0,2018
5941,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cacat Netra-Buta,Laki-laki,0,2018
5942,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cacat Mental-Jiwa,Laki-laki,4,2018
5943,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cacat Lainnya,Laki-laki,0,2018
5944,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Fisik,Laki-laki,1,2018
5945,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Netra-Buta,Laki-laki,1,2018
5946,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Fisik dan Mental,Laki-laki,1,2018
5947,2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Lainnya,Laki-laki,1,2018
5948,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Cacat Fisik,Laki-laki,1,2018
5949,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Cacat Mental-Jiwa,Laki-laki,1,2018
5950,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Fisik,Laki-laki,1,2018
5951,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Netra-Buta,Laki-laki,0,2018
5952,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Rungu-Wicara,Laki-laki,0,2018
5953,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Mental-Jiwa,Laki-laki,2,2018
5954,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cacat Fisik,Laki-laki,1,2018
5955,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cacat Mental-Jiwa,Laki-laki,0,2018
5956,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cacat Lainnya,Laki-laki,1,2018
5957,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Cacat Mental-Jiwa,Laki-laki,0,2018
5958,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Cacat Mental-Jiwa,Laki-laki,1,2018
5959,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Cacat Lainnya,Laki-laki,3,2018
5960,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Cacat Mental-Jiwa,Laki-laki,1,2018
5961,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Cacat Fisik,Laki-laki,1,2018
5962,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Cacat Mental-Jiwa,Laki-laki,0,2018
5963,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Cacat Mental-Jiwa,Laki-laki,1,2018
5964,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Cacat Fisik,Laki-laki,1,2018
5965,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Cacat Rungu-Wicara,Laki-laki,1,2018
5966,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Cacat Mental-Jiwa,Laki-laki,2,2018
5967,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Cacat Fisik dan Mental,Laki-laki,1,2018
5968,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Cacat Lainnya,Laki-laki,0,2018
5969,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cacat Mental-Jiwa,Laki-laki,2,2018
5970,2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cacat Lainnya,Laki-laki,1,2018
5971,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,Cacat Mental-Jiwa,Laki-laki,2,2018
5972,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Cacat Lainnya,Perempuan,1,2018
5973,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Fisik,Perempuan,0,2018
5974,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Netra-Buta,Perempuan,0,2018
5975,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Rungu-Wicara,Perempuan,3,2018
5976,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Mental-Jiwa,Perempuan,4,2018
5977,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Lainnya,Perempuan,6,2018
5978,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Fisik,Perempuan,1,2018
5979,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Rungu-Wicara,Perempuan,2,2018
5980,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Mental-Jiwa,Perempuan,2,2018
5981,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Fisik dan Mental,Perempuan,2,2018
5982,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Lainnya,Perempuan,2,2018
5983,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cacat Fisik,Perempuan,0,2018
5984,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cacat Mental-Jiwa,Perempuan,0,2018
5985,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cacat Lainnya,Perempuan,1,2018
5986,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Fisik,Perempuan,7,2018
5987,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Netra-Buta,Perempuan,0,2018
5988,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Rungu-Wicara,Perempuan,0,2018
5989,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Mental-Jiwa,Perempuan,4,2018
5990,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Lainnya,Perempuan,1,2018
5991,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Fisik,Perempuan,4,2018
5992,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Netra-Buta,Perempuan,3,2018
5993,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Rungu-Wicara,Perempuan,0,2018
5994,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Mental-Jiwa,Perempuan,188,2018
5995,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Fisik dan Mental,Perempuan,1,2018
5996,2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Lainnya,Perempuan,2,2018
5997,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Rungu-Wicara,Perempuan,1,2018
5998,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Fisik dan Mental,Perempuan,1,2018
5999,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Lainnya,Perempuan,3,2018
6000,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cacat Netra-Buta,Perempuan,0,2018
6001,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cacat Rungu-Wicara,Perempuan,0,2018
6002,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cacat Mental-Jiwa,Perempuan,5,2018
6003,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cacat Lainnya,Perempuan,0,2018
6004,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cacat Fisik,Perempuan,1,2018
6005,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cacat Netra-Buta,Perempuan,1,2018
6006,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cacat Lainnya,Perempuan,0,2018
6007,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,Cacat Lainnya,Perempuan,3,2018
6008,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Rungu-Wicara,Perempuan,0,2018
6009,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Mental-Jiwa,Perempuan,0,2018
6010,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Lainnya,Perempuan,1,2018
6011,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Fisik,Perempuan,0,2018
6012,2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Netra-Buta,Perempuan,1,2018
6013,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Cacat Lainnya,Perempuan,1,2018
6014,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Cacat Rungu-Wicara,Perempuan,1,2018
6015,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Cacat Mental-Jiwa,Perempuan,0,2018
6016,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Cacat Lainnya,Perempuan,3,2018
6017,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,Cacat Fisik,Perempuan,0,2018
6018,2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,Cacat Mental-Jiwa,Perempuan,2,2018
6019,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Cacat Fisik,Laki-laki,1,2018
6020,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Cacat Rungu-Wicara,Laki-laki,0,2018
6021,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Cacat Mental-Jiwa,Laki-laki,1,2018
6022,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Cacat Fisik dan Mental,Laki-laki,2,2018
6023,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Cacat Fisik,Laki-laki,1,2018
6024,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Cacat Mental-Jiwa,Laki-laki,0,2018
6025,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Cacat Fisik,Laki-laki,10,2018
6026,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Cacat Rungu-Wicara,Laki-laki,2,2018
6027,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Cacat Mental-Jiwa,Laki-laki,3,2018
6028,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Cacat Fisik dan Mental,Laki-laki,2,2018
6029,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Cacat Lainnya,Laki-laki,1,2018
6030,2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Cacat Mental-Jiwa,Laki-laki,1,2018
6031,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Cacat Fisik,Laki-laki,2,2018
6032,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Cacat Fisik dan Mental,Laki-laki,1,2018
6033,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Fisik,Laki-laki,0,2018
6034,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Netra-Buta,Laki-laki,2,2018
6035,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Rungu-Wicara,Laki-laki,1,2018
6036,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Mental-Jiwa,Laki-laki,1,2018
6037,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Fisik dan Mental,Laki-laki,1,2018
6038,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Lainnya,Laki-laki,2,2018
6039,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Cacat Fisik,Laki-laki,1,2018
6040,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Cacat Fisik dan Mental,Laki-laki,1,2018
6041,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Cacat Lainnya,Laki-laki,1,2018
6042,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Cacat Fisik,Laki-laki,1,2018
6043,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Cacat Rungu-Wicara,Laki-laki,1,2018
6044,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Cacat Fisik dan Mental,Laki-laki,2,2018
6045,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Cacat Lainnya,Laki-laki,1,2018
6046,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Cacat Mental-Jiwa,Laki-laki,0,2018
6047,2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,DURI PULO,Cacat Mental-Jiwa,Laki-laki,0,2018
6048,2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Cacat Fisik,Laki-laki,1,2018
6049,2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Cacat Lainnya,Laki-laki,1,2018
6050,2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Cacat Mental-Jiwa,Laki-laki,1,2018
6051,2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Cacat Fisik,Laki-laki,1,2018
6052,2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Cacat Fisik,Laki-laki,2,2018
6053,2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Cacat Fisik,Laki-laki,1,2018
6054,2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Cacat Mental-Jiwa,Laki-laki,0,2018
6055,2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Cacat Lainnya,Laki-laki,1,2018
6056,2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Cacat Fisik,Laki-laki,2,2018
6057,2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Cacat Netra-Buta,Laki-laki,1,2018
6058,2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Cacat Rungu-Wicara,Laki-laki,0,2018
6059,2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Cacat Lainnya,Laki-laki,1,2018
6060,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,Cacat Fisik dan Mental,Laki-laki,1,2018
6061,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,Cacat Lainnya,Laki-laki,2,2018
6062,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Fisik,Laki-laki,4,2018
6063,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Netra-Buta,Laki-laki,1,2018
6064,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Rungu-Wicara,Laki-laki,1,2018
6065,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Mental-Jiwa,Laki-laki,1,2018
6066,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Fisik dan Mental,Laki-laki,1,2018
6067,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Lainnya,Laki-laki,1,2018
6068,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cacat Fisik,Laki-laki,3,2018
6069,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cacat Netra-Buta,Laki-laki,1,2018
6070,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cacat Rungu-Wicara,Laki-laki,0,2018
6071,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cacat Mental-Jiwa,Laki-laki,2,2018
6072,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cacat Fisik dan Mental,Laki-laki,3,2018
6073,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cacat Lainnya,Laki-laki,4,2018
6074,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Fisik,Laki-laki,1,2018
6075,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Netra-Buta,Laki-laki,1,2018
6076,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Rungu-Wicara,Laki-laki,0,2018
6077,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Mental-Jiwa,Laki-laki,1,2018
6078,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Fisik,Laki-laki,2,2018
6079,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Netra-Buta,Laki-laki,1,2018
6080,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Rungu-Wicara,Laki-laki,1,2018
6081,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Mental-Jiwa,Laki-laki,3,2018
6082,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,Cacat Rungu-Wicara,Laki-laki,1,2018
6083,2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,Cacat Fisik dan Mental,Laki-laki,1,2018
6084,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Fisik,Laki-laki,3,2018
6085,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Netra-Buta,Laki-laki,0,2018
6086,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Rungu-Wicara,Laki-laki,1,2018
6087,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Mental-Jiwa,Laki-laki,4,2018
6088,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Fisik dan Mental,Laki-laki,1,2018
6089,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Lainnya,Laki-laki,8,2018
6090,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Cacat Mental-Jiwa,Laki-laki,1,2018
6091,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Cacat Lainnya,Laki-laki,2,2018
6092,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Fisik,Laki-laki,34,2018
6093,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Netra-Buta,Laki-laki,0,2018
6094,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Rungu-Wicara,Laki-laki,2,2018
6095,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Mental-Jiwa,Laki-laki,1,2018
6096,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Lainnya,Laki-laki,4,2018
6097,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Cacat Fisik,Laki-laki,0,2018
6098,2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Cacat Rungu-Wicara,Laki-laki,0,2018
