rn,tahun,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,jenis_disabilitas,jenis_kelamin,jumlah,periode_data
1718,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cacat Lainnya,Perempuan,1,2015
1719,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cacat Fisik,Perempuan,4,2015
1720,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cacat Netra/Buta,Perempuan,3,2015
1721,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cacat Mental/Jiwa,Perempuan,0,2015
1722,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cacat Fisik dan Mental,Perempuan,1,2015
1723,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cacat Lainnya,Perempuan,4,2015
1724,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Fisik,Perempuan,1,2015
1725,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Netra/Buta,Perempuan,1,2015
1726,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Rungu/Wicara,Perempuan,2,2015
1727,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Mental/Jiwa,Perempuan,3,2015
1728,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Lainnya,Perempuan,2,2015
1729,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cacat Fisik,Perempuan,3,2015
1730,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cacat Netra/Buta,Perempuan,1,2015
1731,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cacat Rungu/Wicara,Perempuan,1,2015
1732,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cacat Lainnya,Perempuan,3,2015
1733,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cacat Fisik,Perempuan,1,2015
1734,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cacat Netra/Buta,Perempuan,1,2015
1735,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cacat Rungu/Wicara,Perempuan,1,2015
1736,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cacat Mental/Jiwa,Perempuan,1,2015
1737,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cacat Fisik dan Mental,Perempuan,0,2015
1738,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Fisik,Perempuan,3,2015
1739,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Netra/Buta,Perempuan,1,2015
1740,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Rungu/Wicara,Perempuan,4,2015
1741,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Mental/Jiwa,Perempuan,1,2015
1742,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Fisik dan Mental,Perempuan,1,2015
1743,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Lainnya,Perempuan,2,2015
1744,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Cacat Rungu/Wicara,Perempuan,1,2015
1745,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Cacat Mental/Jiwa,Perempuan,1,2015
1746,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,Cacat Netra/Buta,Perempuan,1,2015
1747,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,Cacat Rungu/Wicara,Perempuan,2,2015
1748,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,Cacat Mental/Jiwa,Perempuan,1,2015
1749,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,Cacat Fisik dan Mental,Perempuan,1,2015
1750,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,Cacat Lainnya,Perempuan,1,2015
1751,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Cacat Fisik,Perempuan,0,2015
1752,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Cacat Netra/Buta,Perempuan,0,2015
1753,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Cacat Rungu/Wicara,Perempuan,0,2015
1754,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Cacat Mental/Jiwa,Perempuan,2,2015
1755,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Cacat Lainnya,Perempuan,1,2015
1756,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,Cacat Fisik,Perempuan,1,2015
1757,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,Cacat Lainnya,Perempuan,3,2015
1758,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cacat Fisik,Perempuan,3,2015
1759,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cacat Rungu/Wicara,Perempuan,3,2015
1760,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cacat Mental/Jiwa,Perempuan,2,2015
1761,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cacat Fisik dan Mental,Perempuan,1,2015
1762,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cacat Lainnya,Perempuan,1,2015
1763,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Cacat Fisik,Perempuan,1,2015
1764,2015,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Cacat Mental/Jiwa,Perempuan,1,2015
1765,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,Cacat Fisik,Perempuan,1,2015
1766,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,Cacat Mental/Jiwa,Perempuan,1,2015
1767,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,Cacat Fisik dan Mental,Perempuan,1,2015
1768,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,Cacat Lainnya,Perempuan,2,2015
1769,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,Cacat Netra/Buta,Perempuan,0,2015
1770,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,Cacat Rungu/Wicara,Perempuan,2,2015
1771,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,Cacat Mental/Jiwa,Perempuan,0,2015
1772,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,Cacat Lainnya,Perempuan,1,2015
1773,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Cacat Lainnya,Perempuan,0,2015
1774,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Fisik,Perempuan,1,2015
1775,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Netra/Buta,Perempuan,0,2015
1776,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Fisik dan Mental,Perempuan,1,2015
1777,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Lainnya,Perempuan,1,2015
1778,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Fisik,Perempuan,7,2015
1779,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Netra/Buta,Perempuan,2,2015
1780,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Rungu/Wicara,Perempuan,2,2015
1781,2015,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Lainnya,Perempuan,1,2015
1782,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Fisik,Perempuan,6,2015
1783,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Netra/Buta,Perempuan,0,2015
1784,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Rungu/Wicara,Perempuan,2,2015
1785,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Mental/Jiwa,Perempuan,34,2015
1786,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Fisik dan Mental,Perempuan,1,2015
1787,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Cacat Fisik,Perempuan,0,2015
1788,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Cacat Lainnya,Perempuan,0,2015
1789,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Cacat Fisik,Perempuan,1,2015
1790,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Cacat Mental/Jiwa,Perempuan,0,2015
1791,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Cacat Lainnya,Perempuan,2,2015
1792,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Cacat Fisik,Perempuan,0,2015
1793,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Cacat Lainnya,Perempuan,2,2015
1794,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,Cacat Fisik,Perempuan,0,2015
1795,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,Cacat Rungu/Wicara,Perempuan,1,2015
1796,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,Cacat Lainnya,Perempuan,0,2015
1797,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Cacat Lainnya,Perempuan,1,2015
1798,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Cacat Rungu/Wicara,Perempuan,1,2015
1799,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Cacat Mental/Jiwa,Perempuan,0,2015
1800,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Cacat Lainnya,Perempuan,3,2015
1801,2015,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,Cacat Mental/Jiwa,Perempuan,23,2015
1802,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Cacat Mental-Jiwa,Laki-laki,1,2015
1803,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Cacat Fisik dan Mental,Laki-laki,0,2015
1804,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Cacat Lainnya,Laki-laki,0,2015
1805,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Cacat Fisik,Laki-laki,1,2015
1806,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Cacat Lainnya,Laki-laki,3,2015
1807,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Cacat Fisik,Laki-laki,4,2015
1808,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Cacat Rungu-Wicara,Laki-laki,2,2015
1809,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Cacat Mental-Jiwa,Laki-laki,3,2015
1810,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Cacat Lainnya,Laki-laki,2,2015
1811,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Cacat Fisik,Laki-laki,2,2015
1812,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Cacat Netra-Buta,Laki-laki,2,2015
1813,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Cacat Fisik dan Mental,Laki-laki,0,2015
1814,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,Cacat Netra-Buta,Laki-laki,4,2015
1815,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,Cacat Lainnya,Laki-laki,2,2015
1816,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Cacat Fisik,Laki-laki,1,2015
1817,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Cacat Fisik dan Mental,Laki-laki,0,2015
1818,2015,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Cacat Lainnya,Laki-laki,1,2015
1819,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Cacat Fisik,Laki-laki,7,2015
1820,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Cacat Netra-Buta,Laki-laki,1,2015
1821,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Cacat Mental-Jiwa,Laki-laki,1,2015
1822,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Cacat Lainnya,Laki-laki,0,2015
1823,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cacat Fisik,Laki-laki,19,2015
1824,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cacat Netra-Buta,Laki-laki,0,2015
1825,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cacat Rungu-Wicara,Laki-laki,3,2015
1826,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cacat Fisik dan Mental,Laki-laki,1,2015
1827,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cacat Lainnya,Laki-laki,3,2015
1828,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Fisik,Laki-laki,3,2015
1829,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Netra-Buta,Laki-laki,3,2015
1830,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Rungu-Wicara,Laki-laki,3,2015
1831,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Netra-Buta,Laki-laki,1,2015
1832,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Rungu-Wicara,Laki-laki,3,2015
1833,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Mental-Jiwa,Laki-laki,5,2015
1834,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Fisik dan Mental,Laki-laki,0,2015
1835,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Lainnya,Laki-laki,1,2015
1836,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,KERENDANG,Cacat Fisik,Laki-laki,1,2015
1837,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,KERENDANG,Cacat Mental-Jiwa,Laki-laki,0,2015
1838,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,KERENDANG,Cacat Lainnya,Laki-laki,1,2015
1839,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Fisik,Laki-laki,5,2015
1840,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Rungu-Wicara,Laki-laki,1,2015
1841,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Mental-Jiwa,Laki-laki,1,2015
1842,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Fisik dan Mental,Laki-laki,1,2015
1843,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Lainnya,Laki-laki,0,2015
1844,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Fisik,Laki-laki,10,2015
1845,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Netra-Buta,Laki-laki,3,2015
1846,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Rungu-Wicara,Laki-laki,3,2015
1847,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Mental-Jiwa,Laki-laki,2,2015
1848,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Fisik dan Mental,Laki-laki,1,2015
1849,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Lainnya,Laki-laki,1,2015
1850,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Fisik,Laki-laki,4,2015
1851,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Rungu-Wicara,Laki-laki,3,2015
1852,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Mental-Jiwa,Laki-laki,2,2015
1853,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Fisik dan Mental,Laki-laki,0,2015
1854,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Lainnya,Laki-laki,0,2015
1855,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Fisik,Laki-laki,3,2015
1856,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Netra-Buta,Laki-laki,7,2015
1857,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Rungu-Wicara,Laki-laki,4,2015
1858,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Mental-Jiwa,Laki-laki,8,2015
1859,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Fisik dan Mental,Laki-laki,1,2015
1860,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Lainnya,Laki-laki,4,2015
1861,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,Cacat Fisik,Laki-laki,0,2015
1862,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,Cacat Fisik dan Mental,Laki-laki,0,2015
1863,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,Cacat Fisik,Laki-laki,1,2015
1864,2015,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,Cacat Rungu-Wicara,Laki-laki,1,2015
1865,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Fisik,Laki-laki,2,2015
1866,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Netra-Buta,Laki-laki,4,2015
1867,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Rungu-Wicara,Laki-laki,1,2015
1868,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Mental-Jiwa,Laki-laki,1,2015
1869,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Fisik dan Mental,Laki-laki,0,2015
1870,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Fisik,Laki-laki,2,2015
1871,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Netra-Buta,Laki-laki,1,2015
1872,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Mental-Jiwa,Laki-laki,4,2015
1873,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Lainnya,Laki-laki,5,2015
1874,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Netra-Buta,Laki-laki,2,2015
1875,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Mental-Jiwa,Laki-laki,2,2015
1876,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Lainnya,Laki-laki,0,2015
1877,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Fisik,Laki-laki,2,2015
1878,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Rungu-Wicara,Laki-laki,0,2015
1879,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Mental-Jiwa,Laki-laki,0,2015
1880,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Lainnya,Laki-laki,0,2015
1881,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Fisik,Laki-laki,4,2015
1882,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Netra-Buta,Laki-laki,0,2015
1883,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Mental-Jiwa,Laki-laki,3,2015
1884,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Lainnya,Laki-laki,2,2015
1885,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Fisik,Laki-laki,0,2015
1886,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Rungu-Wicara,Laki-laki,1,2015
1887,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Mental-Jiwa,Laki-laki,8,2015
1888,2015,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Lainnya,Laki-laki,2,2015
1889,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Fisik,Laki-laki,0,2015
1890,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Mental-Jiwa,Laki-laki,1,2015
1891,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Lainnya,Laki-laki,0,2015
1892,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Fisik,Laki-laki,0,2015
1893,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Netra-Buta,Laki-laki,1,2015
1894,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Mental-Jiwa,Laki-laki,0,2015
1895,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Fisik dan Mental,Laki-laki,1,2015
1896,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Lainnya,Laki-laki,2,2015
1897,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Fisik,Laki-laki,1,2015
1898,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Rungu-Wicara,Laki-laki,1,2015
1899,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Mental-Jiwa,Laki-laki,3,2015
1900,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Lainnya,Laki-laki,2,2015
1901,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,Cacat Fisik,Laki-laki,5,2015
1902,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,Cacat Netra-Buta,Laki-laki,1,2015
1903,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,Cacat Mental-Jiwa,Laki-laki,1,2015
1904,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,Cacat Lainnya,Laki-laki,4,2015
1905,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cacat Fisik,Laki-laki,2,2015
1906,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cacat Netra-Buta,Laki-laki,1,2015
1907,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cacat Mental-Jiwa,Laki-laki,0,2015
1908,2015,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cacat Fisik dan Mental,Laki-laki,0,2015
1909,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,Cacat Fisik,Laki-laki,1,2015
1910,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,Cacat Netra-Buta,Laki-laki,0,2015
1911,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,Cacat Rungu-Wicara,Laki-laki,1,2015
1912,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,Cacat Mental-Jiwa,Laki-laki,2,2015
1913,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,Cacat Fisik dan Mental,Laki-laki,0,2015
1914,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,Cacat Lainnya,Laki-laki,1,2015
1915,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,SLIPI,Cacat Fisik,Laki-laki,0,2015
1916,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,SLIPI,Cacat Fisik dan Mental,Laki-laki,1,2015
1917,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Cacat Fisik,Laki-laki,1,2015
1918,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Cacat Netra-Buta,Laki-laki,0,2015
1919,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Cacat Rungu-Wicara,Laki-laki,1,2015
1920,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Cacat Mental-Jiwa,Laki-laki,0,2015
1921,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Cacat Fisik dan Mental,Laki-laki,1,2015
1922,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Cacat Lainnya,Laki-laki,0,2015
1923,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,JATI PULO,Cacat Fisik,Laki-laki,0,2015
1924,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,JATI PULO,Cacat Fisik dan Mental,Laki-laki,1,2015
